customer_uid,split,recency,history,history_log1p,mens,womens,newbie,mw_count,bought_both,zip_code,channel,history_segment,history_segment_ord,treatment_arm,T,T_mens,T_womens,visit,conversion,spend
33866,train,3,63.08,4.160132302760104,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33867,train,6,36.68,3.629129449708162,0,1,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33868,train,9,29.99,3.433664571799657,1,0,0,1,0,Rural,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33869,train,1,70.81,4.2740237421222265,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33870,train,1,226.28,5.426182737545933,1,0,0,1,0,Rural,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33871,test,7,29.99,3.433664571799657,0,1,1,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33872,train,9,164.69,5.1101185725812055,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
33873,train,7,29.99,3.433664571799657,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33874,train,1,102.63,4.640826863196126,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33875,train,9,98.39,4.599051504979914,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33876,train,6,123.59,4.825028346310772,0,1,0,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33877,train,1,259.86,5.563983864942137,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
33878,train,1,1333.55,7.196349435358886,1,0,1,1,0,Urban,Multichannel,"7) $1,000 +",7,womens_email,1,0,1,1,0,0.0
33879,train,11,29.99,3.433664571799657,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,1,0,0.0
33880,test,9,271.29,5.606867674804115,0,1,0,1,0,Urban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
33881,train,2,73.86,4.315619702476283,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33882,train,6,30.1,3.4372078191851885,0,1,1,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33883,train,6,741.23,6.609659168181484,1,1,1,2,1,Suburban,Phone,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
33884,test,1,81.11,4.4080598117206975,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33885,train,2,171.23,5.148830792847655,1,0,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33886,train,5,140.4,4.951592753462473,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
33887,train,1,112.68,4.733387483788845,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
33888,test,5,53.66,4.001132180499922,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
33889,train,6,274.87,5.619929740262226,1,0,0,1,0,Suburban,Multichannel,3) $200 - $350,3,control,0,0,0,0,0,0.0
33890,train,1,43.22,3.7891771754293,1,0,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33891,test,10,53.36,3.995628589282943,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33892,train,5,110.86,4.717248089393442,0,1,1,1,0,Rural,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33893,train,3,382.64,5.94970461285975,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,control,0,0,0,1,0,0.0
33894,test,10,206.01,5.332767101277263,0,1,0,1,0,Urban,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33895,train,10,265.38,5.584923860772885,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33896,train,3,94.21,4.5560849782976,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33897,train,6,197.41,5.290335596806379,1,0,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
33898,train,9,160.04,5.081652781331536,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33899,train,10,35.4,3.594568774642695,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33900,train,5,424.54,6.053358950645571,1,1,0,2,1,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33901,train,12,58.27,4.082103275799747,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33902,train,6,37.87,3.660222744864132,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33903,train,2,45.66,3.842887266593284,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
33904,train,2,287.66,5.6652495249394175,0,1,0,1,0,Urban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33905,train,11,29.99,3.433664571799657,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33906,train,4,129.43,4.8708366843821915,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33907,test,7,114.76,4.751519082323228,0,1,0,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33908,train,5,195.83,5.282340412024896,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33909,train,9,110.15,4.710880640410205,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33910,train,7,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33911,train,4,324.5,5.785362461648624,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33912,train,1,338.73,5.8281511844847005,0,1,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33913,train,3,321.6,5.776413165691109,1,0,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,1,0,0.0
33914,train,1,388.83,5.965710746656891,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33915,train,6,392.67,5.975512994893912,0,1,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33916,train,3,331.55,5.80679022473043,0,1,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33917,train,5,57.51,4.069197679800145,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33918,test,1,169.9,5.141078590121546,1,0,0,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33919,train,1,313.83,5.752032810604912,1,1,0,2,1,Urban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33920,train,10,83.55,4.4373430753445895,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33921,train,10,659.47,6.492951702794594,0,1,1,1,0,Suburban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
33922,train,6,224.46,5.418142759616385,1,0,0,1,0,Rural,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33923,train,7,415.85,6.032726444856623,0,1,1,1,0,Urban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33924,train,7,150.66,5.02164117327279,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33925,test,9,83.18,4.432957363342425,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
33926,train,5,41.12,3.740522687265775,1,0,1,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33927,train,7,29.99,3.433664571799657,0,1,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33928,test,4,596.52,6.392787756048811,1,1,1,2,1,Urban,Phone,5) $500 - $750,5,control,0,0,0,0,0,0.0
33929,test,10,92.3,4.535820107853298,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33930,train,8,132.04,4.890649834884672,1,0,1,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,1,0,0.0
33931,train,4,257.32,5.55419912645002,0,1,1,1,0,Suburban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33932,train,9,119.04,4.787825020572167,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33933,train,2,439.5,6.0879104453762345,1,1,0,2,1,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
33934,train,2,88.02,4.488861063587708,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33935,train,10,189.07,5.247392425362746,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33936,train,2,645.3,6.47126379226885,1,0,1,1,0,Suburban,Web,5) $500 - $750,5,control,0,0,0,0,0,0.0
33937,train,10,87.05,4.4779048349422155,0,1,1,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33938,train,1,1336.98,7.198916292893347,0,1,1,1,0,Suburban,Web,"7) $1,000 +",7,control,0,0,0,0,0,0.0
33939,train,9,45.1,3.8308129500026027,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33940,train,3,115.65,4.759177998467439,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33941,train,1,134.33,4.907716240088415,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33942,train,10,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33943,train,1,35.4,3.594568774642695,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33944,test,1,1218.66,7.106327410361849,0,1,1,1,0,Urban,Web,"7) $1,000 +",7,mens_email,1,1,0,0,0,0.0
33945,train,6,231.56,5.449148256250621,1,0,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,1,0,0.0
33946,train,5,622.94,6.436054209900196,1,1,1,2,1,Suburban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,1,0,0.0
33947,train,2,124.83,4.834931789603877,0,1,1,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33948,train,6,129.17,4.868841288478369,0,1,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33949,test,4,181.36,5.205982755345241,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
33950,train,10,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33951,train,4,40.65,3.7293013686128518,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
33952,train,5,458.94,6.131096046193176,0,1,1,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33953,train,3,93.12,4.544570563859161,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33954,train,9,29.99,3.433664571799657,1,0,0,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33955,train,2,417.38,6.0363901104609745,0,1,1,1,0,Rural,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
33956,train,6,692.82,6.542212560871392,1,1,1,2,1,Suburban,Phone,5) $500 - $750,5,control,0,0,0,0,0,0.0
33957,test,7,395.36,5.982322889190699,0,1,0,1,0,Rural,Web,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
33958,train,4,213.56,5.368589419533368,0,1,1,1,0,Urban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33959,test,4,104.2,4.65586330030361,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33960,test,4,297.67,5.6993392849588265,1,0,0,1,0,Rural,Web,3) $200 - $350,3,womens_email,1,0,1,1,1,244.15
33961,train,7,29.99,3.433664571799657,1,0,0,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33962,test,3,134.31,4.907568442275553,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
33963,train,2,51.13,3.9537405987800147,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33964,train,1,628.82,6.445434064275761,1,0,1,1,0,Suburban,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
33965,train,1,591.75,6.384772724945515,1,0,1,1,0,Suburban,Phone,5) $500 - $750,5,mens_email,1,1,0,1,0,0.0
33966,test,2,152.44,5.033309611135128,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33967,train,10,100.29,4.6179876896987055,0,1,0,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33968,train,10,200.22,5.304398836863904,0,1,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33969,train,4,104.86,4.662117466429842,1,0,0,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,1,0,0.0
33970,train,1,141.08,4.95639027924386,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,1,0,0.0
33971,train,10,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,1,0,0.0
33972,train,11,187.73,5.2403174222500475,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,1,0,0.0
33973,train,10,45.04,3.829510583853682,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33974,test,1,291.23,5.677541163450974,0,1,0,1,0,Urban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
33975,train,11,93.93,4.5531397778937075,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33976,train,3,381.74,5.947355907481919,1,1,0,2,1,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
33977,train,6,207.44,5.339651230041014,1,0,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
33978,train,2,35.3,3.591817741270805,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
33979,test,1,318.52,5.766819869667505,0,1,0,1,0,Rural,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
33980,train,10,63.73,4.170224772557419,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33981,train,10,53.42,3.9967317333551002,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33982,train,6,419.08,6.040445169329604,1,1,0,2,1,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33983,train,7,35.38,3.5940191730899764,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33984,train,4,416.86,6.035146448194105,1,0,1,1,0,Rural,Web,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
33985,train,9,492.98,6.2024950305383895,0,1,1,1,0,Urban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
33986,train,2,154.04,5.043683148142456,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,1,0,0.0
33987,train,8,112.06,4.727918651247145,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
33988,train,1,822.65,6.713745682392991,0,1,1,1,0,Urban,Web,"6) $750 - $1,000",6,mens_email,1,1,0,1,0,0.0
33989,train,10,156.07,5.0566915658549405,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33990,test,2,70.19,4.265352359115782,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
33991,train,2,414.79,6.030180325110656,1,0,0,1,0,Suburban,Web,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
33992,train,11,59.52,4.102973888920155,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33993,train,8,323.71,5.78293247629394,0,1,0,1,0,Suburban,Multichannel,3) $200 - $350,3,control,0,0,0,0,0,0.0
33994,train,3,672.43,6.5123840557792,0,1,1,1,0,Urban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
33995,train,2,184.29,5.221922165294323,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
33996,test,5,96.08,4.5755353808584,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
33997,train,10,146.49,4.993760376871411,0,1,0,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
33998,train,3,29.99,3.433664571799657,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
33999,train,10,32.26,3.5043554737647815,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34000,train,10,29.99,3.433664571799657,0,1,1,1,0,Rural,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
34001,train,9,382.9,5.950382102006752,1,1,1,2,1,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34002,train,11,29.99,3.433664571799657,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34003,train,2,585.6,6.37434315654335,1,0,1,1,0,Suburban,Web,5) $500 - $750,5,womens_email,1,0,1,1,0,0.0
34004,test,9,83.98,4.442415934686665,0,1,0,1,0,Rural,Web,1) $0 - $100,1,control,0,0,0,1,0,0.0
34005,test,4,1313.22,7.180998612731777,1,0,1,1,0,Suburban,Multichannel,"7) $1,000 +",7,mens_email,1,1,0,0,0,0.0
34006,train,5,180.78,5.202797164690624,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
34007,train,7,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34008,train,6,450.5,6.11257537285704,1,0,1,1,0,Rural,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34009,test,9,97.55,4.590564033598729,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34010,test,4,72.27,4.294151248171873,0,1,0,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34011,train,7,76.56,4.351051830374451,1,0,0,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34012,train,3,766.09,6.642604134770255,1,1,1,2,1,Rural,Phone,"6) $750 - $1,000",6,mens_email,1,1,0,1,0,0.0
34013,train,12,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
34014,train,3,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
34015,test,1,222.66,5.410127041600043,0,1,1,1,0,Urban,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
34016,train,1,199.76,5.302110164786733,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34017,train,10,180.23,5.199766942818759,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34018,train,3,142.84,4.96870157072331,1,0,0,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34019,train,2,371.67,5.920693309550761,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34020,train,11,93.01,4.543401159590459,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
34021,train,1,141.5,4.959341999708705,0,1,1,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
34022,train,2,360.45,5.890123719446306,1,0,0,1,0,Urban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
34023,train,10,296.49,5.695380610975362,1,0,1,1,0,Urban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
34024,train,6,124.49,4.832226074122216,0,1,0,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
34025,train,9,220.48,5.400332291954767,0,1,1,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
34026,train,11,113.57,4.741185989905534,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
34027,train,3,29.99,3.433664571799657,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
34028,train,4,511.11,6.2385394457138945,0,1,1,1,0,Urban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
34029,train,2,165.49,5.114935247556761,1,0,1,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,1,0,0.0
34030,train,7,361.71,5.893603616904096,1,0,0,1,0,Suburban,Web,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
34031,train,3,128.22,4.86151637813002,1,0,0,1,0,Rural,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34032,train,5,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34033,train,3,143.54,4.973556285854835,0,1,1,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34034,test,9,415.77,6.03253451088132,1,0,0,1,0,Urban,Web,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
34035,test,10,130.2,4.876722876509988,1,0,0,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
34036,train,2,453.2,6.118537629671458,0,1,0,1,0,Urban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
34037,train,11,48.29,3.8977212207172864,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34038,train,8,29.99,3.433664571799657,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34039,train,7,29.99,3.433664571799657,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34040,train,11,405.6,6.007829901194246,1,0,0,1,0,Urban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
34041,test,5,156.34,5.0584090689010965,1,0,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34042,test,10,191.41,5.259628511932925,0,1,0,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34043,test,10,29.99,3.433664571799657,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
34044,train,5,52.59,3.981362483506759,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34045,train,4,229.51,5.440294245443586,1,0,1,1,0,Urban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
34046,train,1,616.18,6.425160715556972,1,1,1,2,1,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
34047,test,2,42.24,3.7667659927710075,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34048,train,7,1061.08,6.96798452853161,1,1,1,2,1,Suburban,Multichannel,"7) $1,000 +",7,control,0,0,0,0,0,0.0
34049,test,10,109.31,4.7032945839812905,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
34050,train,12,328.03,5.7961489320185695,0,1,0,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
34051,train,9,151.67,5.028278729268851,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34052,train,9,104.21,4.655958352820196,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34053,train,9,353.23,5.869946419672853,1,0,1,1,0,Rural,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34054,test,6,677.49,6.519869740772798,1,0,1,1,0,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
34055,train,8,115.26,4.755829062273205,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34056,train,10,107.59,4.687579322228809,1,0,1,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34057,train,9,390.11,5.9689888503427975,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34058,train,2,31.21,3.4722769633431074,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34059,train,2,777.98,6.657985371600217,1,0,1,1,0,Suburban,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
34060,train,1,483.92,6.183983928878383,0,1,0,1,0,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
34061,train,1,711.11,6.568232393860971,1,1,1,2,1,Suburban,Phone,5) $500 - $750,5,control,0,0,0,0,0,0.0
34062,train,1,147.46,5.000315561689401,0,1,0,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,1,0,0.0
34063,test,2,358.3,5.884157694119473,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34064,train,4,121.58,4.808763878057586,0,1,0,1,0,Rural,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34065,test,12,61.52,4.135486505553276,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
34066,train,4,119.57,4.79223049712922,1,0,1,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
34067,train,7,369.08,5.913719198483129,0,1,0,1,0,Urban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
34068,train,3,38.75,3.6826098411003407,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
34069,test,1,330.71,5.80426109322242,1,1,1,2,1,Urban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
34070,train,7,41.8,3.756538102587751,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
34071,test,12,153.17,5.038055889672248,0,1,0,1,0,Rural,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
34072,train,7,56.47,4.05126307251965,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
34073,train,12,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
34074,train,3,561.87,6.333048695615371,0,1,1,1,0,Urban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
